s0,s1,s2,s3,s4,s5,s6,s7,action
0.3466666666666667,0.4866666666666667,1.0,0.32666666666666666,0.23,0.4266666666666667,1.0,0.44333333333333336,6
0.3433333333333333,0.4533333333333333,1.0,0.36,0.23333333333333334,0.36666666666666664,1.0,0.47333333333333333,1
0.3433333333333333,0.4533333333333333,1.0,0.36,0.23666666666666666,0.38,1.0,0.47,1
0.3433333333333333,0.4533333333333333,1.0,0.35333333333333333,0.23666666666666666,0.3933333333333333,1.0,0.47,1
0.34,0.4533333333333333,1.0,0.35333333333333333,0.24,0.41,1.0,0.4633333333333333,1
0.34,0.4533333333333333,1.0,0.35333333333333333,0.24,0.4266666666666667,1.0,0.45666666666666667,1
0.34,0.4533333333333333,1.0,0.35333333333333333,0.24333333333333335,0.4533333333333333,1.0,0.4533333333333333,1
0.33666666666666667,0.4533333333333333,1.0,0.35333333333333333,0.24666666666666667,0.5233333333333333,1.0,0.4533333333333333,1
0.33666666666666667,0.4533333333333333,1.0,0.35333333333333333,0.25,1.0,1.0,0.44666666666666666,1
0.3333333333333333,0.4533333333333333,1.0,0.35333333333333333,0.25333333333333335,1.0,1.0,0.44333333333333336,1
0.3333333333333333,0.4533333333333333,1.0,0.35333333333333333,0.25666666666666665,1.0,1.0,0.43666666666666665,1
0.33,0.4533333333333333,1.0,0.35333333333333333,0.26,1.0,1.0,0.43333333333333335,1
0.33,0.4533333333333333,1.0,0.35333333333333333,0.2633333333333333,1.0,1.0,0.4266666666666667,1
0.32666666666666666,0.4533333333333333,1.0,0.35333333333333333,0.26666666666666666,1.0,1.0,0.4266666666666667,1
0.3233333333333333,0.4533333333333333,1.0,0.35333333333333333,0.27,1.0,1.0,0.42333333333333334,1
0.3233333333333333,0.4533333333333333,1.0,0.36,0.27666666666666667,1.0,1.0,0.4166666666666667,1
0.32,0.4533333333333333,1.0,0.36,0.28,1.0,1.0,0.41,1
0.31666666666666665,0.45,1.0,0.36,0.2866666666666667,1.0,1.0,0.4066666666666667,1
0.31666666666666665,0.45,1.0,0.36333333333333334,0.29333333333333333,1.0,1.0,0.4,1
0.31333333333333335,0.45,1.0,0.36333333333333334,0.3,1.0,1.0,0.39666666666666667,1
0.31,0.44666666666666666,1.0,0.37,0.30666666666666664,1.0,1.0,0.39,1
0.30666666666666664,0.44666666666666666,1.0,0.37666666666666665,0.31333333333333335,1.0,0.99,0.38666666666666666,1
0.30333333333333334,0.44666666666666666,1.0,0.37666666666666665,0.32,1.0,0.9733333333333334,0.38,1
0.30333333333333334,0.44,1.0,0.38,0.33,1.0,0.9533333333333334,0.37666666666666665,1
0.3,0.44,1.0,0.38333333333333336,0.34,1.0,0.9366666666666666,0.37,1
0.2966666666666667,0.43666666666666665,1.0,0.38666666666666666,0.3466666666666667,1.0,0.9166666666666666,0.36333333333333334,1
0.29333333333333333,0.43666666666666665,1.0,0.39,0.36,1.0,0.9,0.36,1
0.29,0.43333333333333335,1.0,0.39666666666666667,0.37,1.0,0.8733333333333333,0.35333333333333333,1
0.2866666666666667,0.43333333333333335,1.0,0.4,0.38333333333333336,1.0,0.8566666666666667,0.35,1
0.2833333333333333,0.4266666666666667,1.0,0.4066666666666667,0.4,1.0,0.8366666666666667,0.34,1
0.28,0.4266666666666667,1.0,0.41,0.42,1.0,0.82,0.3333333333333333,1
0.27666666666666667,0.42333333333333334,1.0,0.4166666666666667,0.44333333333333336,1.0,0.8,0.33,1
0.27,0.42,1.0,0.42333333333333334,0.5,1.0,0.7833333333333333,0.3233333333333333,1
0.27,0.42,1.0,0.4266666666666667,1.0,1.0,0.7633333333333333,0.31666666666666665,1
0.2633333333333333,0.4166666666666667,1.0,0.43333333333333335,1.0,1.0,0.7466666666666667,0.31333333333333335,1
0.26,0.41,1.0,0.43666666666666665,1.0,1.0,0.7233333333333334,0.30333333333333334,1
0.25666666666666665,0.4066666666666667,1.0,0.44333333333333336,1.0,1.0,0.7066666666666667,0.2966666666666667,1
0.25333333333333335,0.4033333333333333,1.0,0.4533333333333333,1.0,1.0,0.6866666666666666,0.29333333333333333,1
0.24666666666666667,0.39666666666666667,1.0,0.45666666666666667,1.0,1.0,0.67,0.2866666666666667,6
0.24333333333333335,0.36333333333333334,1.0,0.4866666666666667,1.0,1.0,0.7466666666666667,0.2966666666666667,6
0.24,0.3333333333333333,1.0,0.5266666666666666,1.0,1.0,0.8233333333333334,0.31333333333333335,6
0.24,0.31333333333333335,1.0,0.5766666666666667,1.0,1.0,0.8966666666666666,0.3333333333333333,6
0.24333333333333335,0.3,0.87,0.6533333333333333,0.5,1.0,0.95,0.36333333333333334,6
0.25333333333333335,0.29,0.7433333333333333,0.77,0.4766666666666667,1.0,0.9933333333333333,0.4,6
0.2633333333333333,0.2833333333333333,0.64,1.0,0.46,1.0,1.0,0.44333333333333336,6
0.27,0.28,0.5733333333333334,1.0,0.4533333333333333,1.0,1.0,0.49666666666666665,6
0.29,0.28,0.52,1.0,0.4533333333333333,1.0,1.0,0.55,6
0.31,0.2833333333333333,0.48,1.0,0.4533333333333333,1.0,1.0,0.6233333333333333,6
0.3333333333333333,0.29,0.45,1.0,0.46,1.0,1.0,0.6933333333333334,6
0.36,0.29333333333333333,0.43,1.0,0.47,1.0,1.0,0.7566666666666667,6
0.39666666666666667,0.30666666666666664,0.41333333333333333,1.0,0.48333333333333334,1.0,1.0,0.8133333333333334,1
0.4066666666666667,0.31666666666666665,0.43333333333333335,1.0,0.47333333333333333,1.0,1.0,0.8133333333333334,1
0.42,0.33,0.4533333333333333,1.0,0.46,1.0,1.0,0.81,1
0.43666666666666665,0.3466666666666667,0.47333333333333333,1.0,0.44666666666666666,1.0,0.9866666666666667,0.8066666666666666,1
0.44333333333333336,0.3566666666666667,0.49,1.0,0.43666666666666665,1.0,0.97,0.8033333333333333,1
0.45666666666666667,0.37,0.51,1.0,0.4266666666666667,1.0,0.95,0.7966666666666666,1
0.4666666666666667,0.38333333333333336,0.5266666666666666,1.0,0.42,1.0,0.9333333333333333,0.7933333333333333,1
0.48,0.39666666666666667,0.5466666666666666,1.0,0.4166666666666667,1.0,0.9166666666666666,0.7866666666666666,1
0.49,0.41,0.5633333333333334,1.0,0.41333333333333333,1.0,0.9,0.78,1
0.5,0.42,0.5833333333333334,1.0,0.41,1.0,0.88,0.77,1
0.51,0.43333333333333335,0.6,1.0,0.41,1.0,0.8633333333333333,0.7633333333333333,1
0.52,0.44666666666666666,0.62,1.0,0.41333333333333333,1.0,0.8433333333333334,0.7566666666666667,1
0.5266666666666666,0.46,0.6366666666666667,1.0,0.42,1.0,0.8266666666666667,0.75,1
0.5366666666666666,0.47,0.66,1.0,0.4266666666666667,1.0,0.8066666666666666,0.74,1
0.5466666666666666,0.48,0.68,1.0,0.44333333333333336,1.0,0.79,0.7333333333333333,1
0.5533333333333333,0.49333333333333335,0.6966666666666667,1.0,0.47,1.0,0.7733333333333333,0.7233333333333334,1
0.56,0.51,0.7166666666666667,1.0,0.49666666666666665,1.0,0.7566666666666667,0.71,6
0.5833333333333334,0.5133333333333333,0.6866666666666666,1.0,0.46,1.0,0.75,0.7066666666666667,6
0.6066666666666667,0.5266666666666666,0.6633333333333333,1.0,0.43666666666666665,1.0,0.7466666666666667,0.7,6
0.6266666666666667,0.5366666666666666,0.6466666666666666,1.0,0.4266666666666667,1.0,0.7466666666666667,0.69,6
0.6466666666666666,0.5533333333333333,0.6366666666666667,1.0,0.42333333333333334,1.0,0.75,0.6766666666666666,6
0.66,0.5733333333333334,0.6333333333333333,1.0,0.42333333333333334,1.0,0.7566666666666667,0.6666666666666666,6
0.6666666666666666,0.59,0.6266666666666667,1.0,0.43,1.0,0.77,0.6533333333333333,6
0.6733333333333333,0.6133333333333333,0.6266666666666667,0.9933333333333333,0.44666666666666666,1.0,0.7866666666666666,0.64,6
0.6666666666666666,0.6333333333333333,0.6333333333333333,0.94,0.47,1.0,0.81,0.6333333333333333,1
0.6633333333333333,0.6433333333333333,0.65,0.9633333333333334,0.45,1.0,0.7933333333333333,0.62,1
0.66,0.6566666666666666,0.6666666666666666,0.9866666666666667,0.43333333333333335,1.0,0.7733333333333333,0.61,1
0.6566666666666666,0.67,0.6833333333333333,1.0,0.42333333333333334,1.0,0.7566666666666667,0.5933333333333334,1
0.6533333333333333,0.6833333333333333,0.7,1.0,0.4166666666666667,1.0,0.74,0.5833333333333334,1
0.6466666666666666,0.6933333333333334,0.7166666666666667,1.0,0.41333333333333333,1.0,0.72,0.57,1
0.6433333333333333,0.7066666666666667,0.7333333333333333,1.0,0.41,1.0,0.7033333333333334,0.56,1
0.6366666666666667,0.7166666666666667,0.75,1.0,0.41,1.0,0.6833333333333333,0.5466666666666666,1
0.63,0.73,0.7633333333333333,1.0,0.41333333333333333,1.0,0.6666666666666666,0.5333333333333333,1
0.6233333333333333,0.74,0.78,1.0,0.4166666666666667,1.0,0.65,0.52,1
0.6166666666666667,0.7533333333333333,0.8,1.0,0.4266666666666667,1.0,0.6333333333333333,0.5066666666666667,1
0.6066666666666667,0.7633333333333333,0.8166666666666667,1.0,0.43333333333333335,1.0,0.6166666666666667,0.49333333333333335,1
0.6,0.77,0.8333333333333334,1.0,0.44333333333333336,1.0,0.6,0.48333333333333334,1
0.5866666666666667,0.7833333333333333,0.85,1.0,0.4533333333333333,1.0,0.5766666666666667,0.4666666666666667,1
0.58,0.79,0.8633333333333333,1.0,0.4666666666666667,1.0,0.56,0.45666666666666667,1
0.57,0.8033333333333333,0.88,1.0,0.48333333333333334,1.0,0.5433333333333333,0.44,1
0.5566666666666666,0.81,0.9,1.0,0.5033333333333333,1.0,0.5266666666666666,0.43,6
0.5233333333333333,0.8033333333333333,0.9033333333333333,1.0,0.48,1.0,0.54,0.4166666666666667,6
0.49,0.7866666666666666,0.9066666666666666,1.0,0.4666666666666667,1.0,0.5566666666666666,0.4066666666666667,6
0.46,0.76,0.91,1.0,0.45666666666666667,1.0,0.5866666666666667,0.4,6
0.43666666666666665,0.7266666666666667,0.9166666666666666,1.0,0.45,1.0,0.62,0.3933333333333333,6
0.41,0.6866666666666666,0.9233333333333333,1.0,0.45,1.0,0.6666666666666666,0.3933333333333333,6
0.3933333333333333,0.6433333333333333,0.9366666666666666,1.0,0.4533333333333333,1.0,0.7233333333333334,0.3933333333333333,6
0.38,0.6033333333333334,0.94,1.0,0.4633333333333333,1.0,0.8,0.4033333333333333,6
0.37333333333333335,0.56,0.94,1.0,0.49,0.7733333333333333,0.9033333333333333,0.41333333333333333,6
0.36,0.5233333333333333,0.9333333333333333,1.0,1.0,0.64,1.0,0.4266666666666667,6
0.36,0.49333333333333335,0.92,1.0,1.0,0.5566666666666666,1.0,0.44666666666666666,1
0.36,0.49666666666666665,0.94,1.0,1.0,0.5633333333333334,1.0,0.44,1
0.36,0.5033333333333333,0.9566666666666667,1.0,1.0,0.5666666666666667,1.0,0.43666666666666665,1
0.36,0.5066666666666667,0.9766666666666667,1.0,0.47333333333333333,0.57,1.0,0.43666666666666665,1
0.3566666666666667,0.51,0.9933333333333333,1.0,0.44666666666666666,0.5766666666666667,1.0,0.43333333333333335,1
0.35333333333333333,0.5133333333333333,1.0,1.0,0.4266666666666667,0.5866666666666667,1.0,0.43,1
0.35333333333333333,0.5166666666666667,1.0,1.0,0.4166666666666667,0.59,1.0,0.4266666666666667,1
0.35333333333333333,0.5166666666666667,1.0,1.0,0.4066666666666667,0.5966666666666667,1.0,0.42333333333333334,1
0.35,0.52,1.0,1.0,0.4,0.6066666666666667,1.0,0.4166666666666667,1
0.35,0.5233333333333333,1.0,1.0,0.39,0.62,1.0,0.41333333333333333,1
0.35,0.5266666666666666,1.0,1.0,0.38666666666666666,0.6366666666666667,1.0,0.41,1
0.3466666666666667,0.5266666666666666,1.0,1.0,0.38,0.6433333333333333,1.0,0.4066666666666667,1
0.3466666666666667,0.5266666666666666,1.0,1.0,0.37666666666666665,0.6633333333333333,0.9966666666666667,0.4033333333333333,1
0.3433333333333333,0.53,1.0,1.0,0.37333333333333335,0.6833333333333333,0.98,0.4,1
0.34,0.5333333333333333,1.0,1.0,0.37333333333333335,0.7033333333333334,0.9633333333333334,0.3933333333333333,1
0.34,0.5333333333333333,1.0,1.0,0.37333333333333335,0.7233333333333334,0.9466666666666667,0.38666666666666666,1
0.33666666666666667,0.5366666666666666,1.0,1.0,0.37,0.7533333333333333,0.9333333333333333,0.38333333333333336,1
0.33666666666666667,0.5366666666666666,1.0,1.0,0.37,0.78,0.9166666666666666,0.37666666666666665,1
0.3333333333333333,0.5366666666666666,1.0,1.0,0.37,0.82,0.9,0.37333333333333335,1
0.33,0.5366666666666666,1.0,1.0,0.37,0.88,0.8833333333333333,0.37,6
0.32,0.49,1.0,1.0,0.37,0.6633333333333333,1.0,0.38333333333333336,6
0.32,0.45666666666666667,1.0,1.0,0.36666666666666664,0.57,1.0,0.4066666666666667,6
0.31666666666666665,0.42333333333333334,1.0,1.0,0.37,0.5,1.0,0.43333333333333335,6
0.3233333333333333,0.4033333333333333,1.0,1.0,0.37333333333333335,0.4533333333333333,1.0,0.4666666666666667,6
0.32666666666666666,0.38666666666666666,0.9066666666666666,1.0,0.38333333333333336,0.42,1.0,0.51,6
0.33666666666666667,0.37,0.81,1.0,0.39,0.3933333333333333,1.0,0.5666666666666667,1
0.34,0.37666666666666665,0.8266666666666667,1.0,0.38,0.39,1.0,0.5666666666666667,1
0.34,0.38,0.8433333333333334,1.0,0.37333333333333335,0.39,1.0,0.5666666666666667,1
0.3433333333333333,0.38333333333333336,0.8533333333333334,1.0,0.36666666666666664,0.38333333333333336,1.0,0.5666666666666667,1
0.3466666666666667,0.39,0.87,1.0,0.3566666666666667,0.38333333333333336,1.0,0.5666666666666667,1
0.3466666666666667,0.3933333333333333,0.8833333333333333,1.0,0.35333333333333333,0.38,1.0,0.5666666666666667,1
0.35,0.39666666666666667,0.9,1.0,0.3433333333333333,0.38,1.0,0.5666666666666667,1
0.35,0.4,0.9166666666666666,1.0,0.34,0.37666666666666665,1.0,0.5666666666666667,1
0.35333333333333333,0.4033333333333333,0.93,1.0,0.3333333333333333,0.37666666666666665,1.0,0.5666666666666667,1
0.35333333333333333,0.4066666666666667,0.9466666666666667,1.0,0.33,0.37666666666666665,1.0,0.5666666666666667,1
0.3566666666666667,0.41,0.9566666666666667,1.0,0.32666666666666666,0.37666666666666665,1.0,0.5666666666666667,1
0.3566666666666667,0.4166666666666667,0.9733333333333334,1.0,0.32,0.37666666666666665,1.0,0.5666666666666667,1
0.3566666666666667,0.4166666666666667,0.99,1.0,0.31666666666666665,0.37666666666666665,1.0,0.5666666666666667,1
0.36,0.42,1.0,1.0,0.31333333333333335,0.37666666666666665,1.0,0.5633333333333334,1
0.36,0.42333333333333334,1.0,1.0,0.31,0.37666666666666665,1.0,0.5633333333333334,1
0.36333333333333334,0.4266666666666667,1.0,1.0,0.30666666666666664,0.37666666666666665,1.0,0.5633333333333334,1
0.36333333333333334,0.4266666666666667,1.0,1.0,0.30333333333333334,0.37666666666666665,1.0,0.5633333333333334,1
0.36333333333333334,0.43333333333333335,1.0,1.0,0.30333333333333334,0.37666666666666665,1.0,0.5566666666666666,1
0.36333333333333334,0.43666666666666665,1.0,1.0,0.3,0.37666666666666665,1.0,0.5566666666666666,1
0.36666666666666664,0.43666666666666665,1.0,1.0,0.2966666666666667,0.38,1.0,0.5566666666666666,1
0.36666666666666664,0.44,1.0,1.0,0.2966666666666667,0.38,1.0,0.55,1
0.36666666666666664,0.44333333333333336,1.0,1.0,0.29333333333333333,0.38333333333333336,1.0,0.55,1
0.36666666666666664,0.44666666666666666,1.0,1.0,0.29333333333333333,0.38333333333333336,1.0,0.55,1
0.36666666666666664,0.45,1.0,1.0,0.29,0.39,1.0,0.5466666666666666,1
0.36666666666666664,0.45,1.0,1.0,0.29,0.3933333333333333,1.0,0.5466666666666666,1
0.36666666666666664,0.4533333333333333,1.0,0.6333333333333333,0.29,0.39666666666666667,1.0,0.54,1
0.36666666666666664,0.4533333333333333,1.0,0.5866666666666667,0.29,0.4033333333333333,1.0,0.54,1
0.36666666666666664,0.45666666666666667,1.0,0.5666666666666667,0.29,0.4066666666666667,1.0,0.5366666666666666,1
0.36666666666666664,0.46,1.0,0.5466666666666666,0.29,0.41,1.0,0.5366666666666666,1
0.36666666666666664,0.46,1.0,0.53,0.29,0.42,1.0,0.53,1
0.36666666666666664,0.4633333333333333,1.0,0.5166666666666667,0.29,0.42333333333333334,1.0,0.53,1
0.36666666666666664,0.4633333333333333,1.0,0.5033333333333333,0.29,0.43333333333333335,1.0,0.5266666666666666,1
0.36666666666666664,0.4666666666666667,1.0,0.49333333333333335,0.29,0.44,1.0,0.5266666666666666,1
0.36666666666666664,0.4666666666666667,1.0,0.49,0.29,0.45,1.0,0.52,1
0.36666666666666664,0.4666666666666667,1.0,0.48333333333333334,0.29,0.4633333333333333,1.0,0.52,1
0.36666666666666664,0.47,1.0,0.47333333333333333,0.29333333333333333,0.4766666666666667,1.0,0.5166666666666667,1
0.36666666666666664,0.47,1.0,0.47,0.29333333333333333,0.49666666666666665,1.0,0.51,1
0.36333333333333334,0.47,1.0,0.4633333333333333,0.2966666666666667,0.52,1.0,0.51,1
0.36333333333333334,0.47,1.0,0.45666666666666667,0.2966666666666667,0.5533333333333333,1.0,0.5033333333333333,1
0.36333333333333334,0.47333333333333333,1.0,0.45666666666666667,0.3,1.0,1.0,0.5,1
0.36333333333333334,0.4766666666666667,1.0,0.4533333333333333,0.30333333333333334,1.0,1.0,0.5,1
0.36,0.4766666666666667,1.0,0.4533333333333333,0.30333333333333334,1.0,1.0,0.49333333333333335,1
0.36,0.4766666666666667,1.0,0.44666666666666666,0.30666666666666664,1.0,1.0,0.49,1
0.3566666666666667,0.4766666666666667,1.0,0.44666666666666666,0.31,1.0,1.0,0.48333333333333334,1
0.3566666666666667,0.4766666666666667,1.0,0.44666666666666666,0.31333333333333335,1.0,1.0,0.48333333333333334,1
0.3566666666666667,0.4766666666666667,1.0,0.44666666666666666,0.31666666666666665,1.0,1.0,0.48,1
0.35333333333333333,0.4766666666666667,1.0,0.44666666666666666,0.32,1.0,1.0,0.47333333333333333,1
0.35333333333333333,0.4766666666666667,1.0,0.44666666666666666,0.3233333333333333,1.0,1.0,0.47,1
0.35,0.4766666666666667,1.0,0.44666666666666666,0.32666666666666666,1.0,1.0,0.4633333333333333,1
0.35,0.4766666666666667,1.0,0.44666666666666666,0.3333333333333333,1.0,1.0,0.4633333333333333,1
0.3466666666666667,0.4766666666666667,1.0,0.44666666666666666,0.33666666666666667,1.0,1.0,0.45666666666666667,1
0.3466666666666667,0.4766666666666667,1.0,0.44666666666666666,0.3433333333333333,1.0,1.0,0.4533333333333333,1
0.3433333333333333,0.4766666666666667,1.0,0.44666666666666666,0.3466666666666667,1.0,1.0,0.44666666666666666,1
0.3433333333333333,0.4766666666666667,1.0,0.44666666666666666,0.35333333333333333,1.0,1.0,0.44333333333333336,1
0.34,0.4766666666666667,1.0,0.4533333333333333,0.36,1.0,1.0,0.43666666666666665,1
0.33666666666666667,0.4766666666666667,1.0,0.4533333333333333,0.36666666666666664,1.0,1.0,0.43333333333333335,1
0.33666666666666667,0.4766666666666667,1.0,0.4533333333333333,0.37333333333333335,1.0,1.0,0.4266666666666667,1
0.3333333333333333,0.47,1.0,0.45666666666666667,0.38333333333333336,1.0,1.0,0.42333333333333334,1
0.33,0.47,1.0,0.46,0.39,1.0,1.0,0.4166666666666667,1
0.32666666666666666,0.47,1.0,0.4633333333333333,0.4,1.0,1.0,0.41,1
0.3233333333333333,0.4666666666666667,1.0,0.47,0.41,1.0,1.0,0.4066666666666667,1
0.3233333333333333,0.4666666666666667,1.0,0.47,0.42,1.0,1.0,0.4,1
0.32,0.4666666666666667,1.0,0.47333333333333333,0.43,1.0,0.9833333333333333,0.39666666666666667,1
0.31666666666666665,0.4633333333333333,1.0,0.48,0.44666666666666666,1.0,0.9666666666666667,0.39,1
0.31333333333333335,0.4633333333333333,1.0,0.48,0.46,1.0,0.9433333333333334,0.38666666666666666,6
0.31,0.43,1.0,0.52,0.44333333333333336,1.0,1.0,0.41,6
0.31333333333333335,0.4033333333333333,1.0,0.5733333333333334,0.43333333333333335,1.0,1.0,0.43333333333333335,6
0.31666666666666665,0.38333333333333336,1.0,0.65,0.42333333333333334,1.0,1.0,0.47333333333333333,6
0.32666666666666666,0.36666666666666664,0.9,0.78,0.42,1.0,1.0,0.5166666666666667,6
0.3333333333333333,0.3566666666666667,0.7833333333333333,1.0,0.42,1.0,1.0,0.57,6
0.3466666666666667,0.35333333333333333,0.7,1.0,0.42,1.0,1.0,0.6366666666666667,6
0.36666666666666664,0.35,0.6333333333333333,1.0,0.42333333333333334,1.0,1.0,0.71,6
0.38666666666666666,0.35,0.5866666666666667,1.0,0.43,1.0,1.0,0.7933333333333333,1
0.39666666666666667,0.36,0.6066666666666667,1.0,0.42,1.0,1.0,0.7966666666666666,1
0.4066666666666667,0.37,0.6233333333333333,1.0,0.4166666666666667,1.0,1.0,0.8,1
0.4166666666666667,0.38,0.6433333333333333,1.0,0.41333333333333333,1.0,1.0,0.8,1
0.4266666666666667,0.3933333333333333,0.66,1.0,0.4066666666666667,1.0,1.0,0.8,1
0.43666666666666665,0.4033333333333333,0.68,1.0,0.4033333333333333,1.0,1.0,0.8,1
0.44,0.41333333333333333,0.7,1.0,0.39666666666666667,1.0,1.0,0.8,1
0.45,0.42333333333333334,0.7166666666666667,1.0,0.39666666666666667,1.0,1.0,0.8,1
0.46,0.43333333333333335,0.7366666666666667,1.0,0.39666666666666667,1.0,1.0,0.7966666666666666,1
0.4633333333333333,0.44,0.7566666666666667,1.0,0.39666666666666667,1.0,1.0,0.7966666666666666,1
0.47333333333333333,0.45,0.7733333333333333,1.0,0.39666666666666667,1.0,1.0,0.7933333333333333,1
0.4766666666666667,0.46,0.7933333333333333,1.0,0.4033333333333333,1.0,1.0,0.79,1
0.4866666666666667,0.47,0.8133333333333334,1.0,0.4066666666666667,1.0,0.9866666666666667,0.7866666666666666,1
0.49333333333333335,0.48,0.83,1.0,0.4166666666666667,1.0,0.9666666666666667,0.78,1
0.49666666666666665,0.49,0.85,1.0,0.43666666666666665,1.0,0.95,0.7766666666666666,1
0.5066666666666667,0.5,0.87,1.0,0.4533333333333333,1.0,0.93,0.7733333333333333,6
0.5266666666666666,0.5,0.8066666666666666,1.0,0.43333333333333335,1.0,0.9133333333333333,0.8033333333333333,6
0.5533333333333333,0.5,0.7533333333333333,1.0,0.42,1.0,0.8966666666666666,0.83,6
0.58,0.5033333333333333,0.7133333333333334,1.0,0.41333333333333333,1.0,0.8833333333333333,0.8466666666666667,6
0.6166666666666667,0.5133333333333333,0.6866666666666666,1.0,0.41,1.0,0.87,0.8566666666666667,6
0.65,0.5266666666666666,0.66,1.0,0.41333333333333333,1.0,0.86,0.85,6
0.69,0.54,0.6466666666666666,1.0,0.42,1.0,0.8533333333333334,0.8433333333333334,6
0.7233333333333334,0.56,0.6333333333333333,1.0,0.43,1.0,0.85,0.8266666666666667,6
0.7566666666666667,0.58,0.6266666666666667,1.0,0.45,1.0,0.8533333333333334,0.81,6
0.7866666666666666,0.6066666666666667,0.6233333333333333,1.0,0.47333333333333333,1.0,0.86,0.7933333333333333,6
0.8,0.6333333333333333,0.6266666666666667,1.0,0.5333333333333333,1.0,0.8666666666666667,0.7766666666666666,6
0.81,0.6633333333333333,0.63,0.9466666666666667,1.0,1.0,0.8866666666666667,0.7633333333333333,6
0.8133333333333334,0.6933333333333334,0.64,0.9033333333333333,1.0,1.0,0.9066666666666666,0.75,6
0.8033333333333333,0.73,0.65,0.8666666666666667,1.0,0.43333333333333335,0.9333333333333333,0.7366666666666667,1
0.8,0.7466666666666667,0.67,0.8866666666666667,1.0,0.4533333333333333,0.9166666666666666,0.7266666666666667,1
0.8,0.7666666666666667,0.6866666666666666,0.91,1.0,0.49333333333333335,0.9,0.7166666666666667,1
0.7966666666666666,0.78,0.7033333333333334,0.93,1.0,1.0,0.88,0.7033333333333334,1
0.7933333333333333,0.7966666666666666,0.7233333333333334,0.95,1.0,1.0,0.8633333333333333,0.69,1
0.79,0.81,0.7433333333333333,0.9733333333333334,0.4866666666666667,1.0,0.8466666666666667,0.68,1
0.7833333333333333,0.83,0.76,0.9933333333333333,0.4166666666666667,1.0,0.8266666666666667,0.6666666666666666,1
0.78,0.8433333333333334,0.78,1.0,0.37,1.0,0.81,0.6533333333333333,1
0.77,0.86,0.7966666666666666,1.0,0.3466666666666667,1.0,0.7933333333333333,0.64,1
0.7666666666666667,0.8733333333333333,0.8133333333333334,1.0,0.32,1.0,0.7733333333333333,0.63,1
0.76,0.8866666666666667,0.8333333333333334,1.0,0.30666666666666664,1.0,0.7566666666666667,0.6166666666666667,1
0.7533333333333333,0.9,0.85,1.0,0.3,1.0,0.74,0.6033333333333334,1
0.7433333333333333,0.9133333333333333,0.8666666666666667,1.0,0.29333333333333333,1.0,0.7233333333333334,0.59,1
0.7366666666666667,0.93,0.8833333333333333,1.0,0.29,1.0,0.7033333333333334,0.5766666666666667,1
0.73,0.9433333333333334,0.9033333333333333,1.0,0.2866666666666667,1.0,0.6866666666666666,0.5633333333333334,1
0.7166666666666667,0.9566666666666667,0.92,1.0,0.29,1.0,0.67,0.5533333333333333,1
0.7066666666666667,0.97,0.9366666666666666,1.0,0.29333333333333333,1.0,0.65,0.54,1
0.7,0.98,0.9566666666666667,1.0,0.2966666666666667,1.0,0.6333333333333333,0.5233333333333333,1
0.6866666666666666,0.9933333333333333,0.9766666666666667,1.0,0.30333333333333334,1.0,0.6166666666666667,0.5133333333333333,1
0.6766666666666666,1.0,0.9933333333333333,1.0,0.31333333333333335,1.0,0.5966666666666667,0.49666666666666665,1
0.6666666666666666,1.0,1.0,1.0,0.3233333333333333,1.0,0.58,0.48333333333333334,1
0.6533333333333333,1.0,1.0,1.0,0.3333333333333333,1.0,0.5633333333333334,0.47333333333333333,1
0.64,1.0,1.0,1.0,0.35,1.0,0.5433333333333333,0.45666666666666667,1
0.6266666666666667,1.0,1.0,1.0,0.36333333333333334,1.0,0.53,0.44333333333333336,6
0.5766666666666667,1.0,1.0,1.0,0.35,1.0,0.54,0.4266666666666667,6
0.5333333333333333,1.0,1.0,1.0,0.3433333333333333,1.0,0.56,0.4166666666666667,6
0.49666666666666665,0.9566666666666667,1.0,1.0,0.3333333333333333,1.0,0.5866666666666667,0.4066666666666667,6
0.4633333333333333,0.8966666666666666,1.0,1.0,0.3333333333333333,1.0,0.62,0.4033333333333333,6
0.43666666666666665,0.8266666666666667,1.0,1.0,0.32666666666666666,1.0,0.6666666666666666,0.4,6
0.4166666666666667,0.7533333333333333,1.0,1.0,0.3233333333333333,1.0,0.7233333333333334,0.4033333333333333,6
0.39666666666666667,0.6866666666666666,1.0,1.0,0.32666666666666666,0.6733333333333333,0.7966666666666666,0.4066666666666667,6
0.38333333333333336,0.6266666666666667,1.0,1.0,0.32666666666666666,0.5333333333333333,0.9,0.4166666666666667,6
0.37666666666666665,0.5766666666666667,1.0,1.0,0.33,0.46,1.0,0.43,6
0.37,0.5333333333333333,1.0,1.0,0.3333333333333333,0.41333333333333333,1.0,0.45,1
0.36666666666666664,0.5333333333333333,1.0,1.0,0.3233333333333333,0.42,1.0,0.44666666666666666,1
0.36333333333333334,0.5333333333333333,1.0,1.0,0.31666666666666665,0.42,1.0,0.44,1
0.36,0.5333333333333333,1.0,1.0,0.31333333333333335,0.4266666666666667,1.0,0.43666666666666665,1
0.36,0.5366666666666666,1.0,1.0,0.30666666666666664,0.43666666666666665,1.0,0.4266666666666667,1
0.3566666666666667,0.5333333333333333,1.0,1.0,0.30333333333333334,0.44,1.0,0.42333333333333334,1
